"proj_id","repo_name","owner_login","language","ï»¿Id","ci_age","n_issues","n_tag_issues","n_bug_issues","proj_age","n_star","n_fork","n_core_issues","n_core_bugs","Date"
13347,"orbisgis","irstv","Java",517,-8,19,12,5,13,9,9,19,5,"2013-07-15 21:59:24.0"
13347,"orbisgis","irstv","Java",518,-7,10,3,3,14,10,9,10,3,"2013-08-14 21:59:24.0"
13347,"orbisgis","irstv","Java",519,-6,11,4,1,15,10,9,11,1,"2013-09-13 21:59:24.0"
13347,"orbisgis","irstv","Java",520,-5,22,11,1,16,11,9,22,1,"2013-10-13 21:59:24.0"
13347,"orbisgis","irstv","Java",521,-4,7,5,4,17,11,9,7,4,"2013-11-12 21:59:24.0"
13347,"orbisgis","irstv","Java",522,-3,1,0,0,18,11,9,1,0,"2013-12-12 21:59:24.0"
13347,"orbisgis","irstv","Java",523,-2,1,1,1,19,11,9,1,1,"2014-01-11 21:59:24.0"
13347,"orbisgis","irstv","Java",524,1,5,4,0,21,12,11,3,0,"2014-03-12 21:59:24.0"
13347,"orbisgis","irstv","Java",525,2,2,2,2,22,13,11,2,2,"2014-04-11 21:59:24.0"
13347,"orbisgis","irstv","Java",526,3,13,2,0,23,13,11,7,0,"2014-05-11 21:59:24.0"
13347,"orbisgis","irstv","Java",527,4,6,5,0,24,13,11,5,0,"2014-06-10 21:59:24.0"
13347,"orbisgis","irstv","Java",528,5,10,1,1,25,14,11,2,1,"2014-07-10 21:59:24.0"
13347,"orbisgis","irstv","Java",529,7,7,7,1,27,14,11,7,1,"2014-09-08 21:59:24.0"
13347,"orbisgis","irstv","Java",530,8,2,2,0,28,14,11,2,0,"2014-10-08 21:59:24.0"
13347,"orbisgis","irstv","Java",531,-1,1,0,0,21,12,11,1,0,"2014-03-12 21:59:24.0"
13347,"orbisgis","irstv","Java",532,9,1,0,0,29,14,11,0,0,"2014-11-07 21:59:24.0"
17635,"rSENSE","isenseDev","Ruby",113,4,51,48,22,17,5,10,35,16,"2013-12-24 06:49:35.0"
17635,"rSENSE","isenseDev","Ruby",112,3,35,35,23,16,5,10,33,22,"2013-11-24 06:49:35.0"
17635,"rSENSE","isenseDev","Ruby",99,-9,4,2,0,5,1,6,3,0,"2012-12-29 06:49:35.0"
17635,"rSENSE","isenseDev","Ruby",114,5,62,59,35,18,6,11,52,28,"2014-01-23 06:49:35.0"
17635,"rSENSE","isenseDev","Ruby",115,6,22,22,5,19,6,13,20,5,"2014-02-22 06:49:35.0"
17635,"rSENSE","isenseDev","Ruby",116,7,26,22,5,20,6,13,22,5,"2014-03-24 06:49:35.0"
17635,"rSENSE","isenseDev","Ruby",117,8,22,20,8,21,6,13,18,8,"2014-04-23 06:49:35.0"
17635,"rSENSE","isenseDev","Ruby",118,9,28,23,13,22,6,14,20,10,"2014-05-23 06:49:35.0"
17635,"rSENSE","isenseDev","Ruby",119,10,31,20,8,23,7,14,25,8,"2014-06-22 06:49:35.0"
17635,"rSENSE","isenseDev","Ruby",120,11,29,20,9,24,7,15,24,7,"2014-07-22 06:49:35.0"
17635,"rSENSE","isenseDev","Ruby",121,12,31,19,13,25,8,15,20,10,"2014-08-21 06:49:35.0"
17635,"rSENSE","isenseDev","Ruby",122,13,17,16,9,26,8,15,14,8,"2014-09-20 06:49:35.0"
17635,"rSENSE","isenseDev","Ruby",123,14,10,4,4,27,8,15,4,2,"2014-10-20 06:49:35.0"
17635,"rSENSE","isenseDev","Ruby",124,15,1,0,0,28,8,15,0,0,"2014-11-19 06:49:35.0"
17635,"rSENSE","isenseDev","Ruby",111,2,61,58,30,15,5,10,54,28,"2013-10-25 06:49:35.0"
17635,"rSENSE","isenseDev","Ruby",103,-6,19,19,11,8,1,6,19,11,"2013-03-29 06:49:35.0"
17635,"rSENSE","isenseDev","Ruby",100,-8,3,0,0,6,1,6,3,0,"2013-01-28 06:49:35.0"
17635,"rSENSE","isenseDev","Ruby",101,-12,10,6,0,3,1,4,10,0,"2012-10-30 06:49:35.0"
17635,"rSENSE","isenseDev","Ruby",102,-7,2,2,0,7,1,6,0,0,"2013-02-27 06:49:35.0"
17635,"rSENSE","isenseDev","Ruby",107,-3,8,4,2,11,2,8,8,2,"2013-06-27 06:49:35.0"
17635,"rSENSE","isenseDev","Ruby",104,-5,9,5,4,9,1,8,9,4,"2013-04-28 06:49:35.0"
17635,"rSENSE","isenseDev","Ruby",105,-4,22,8,4,10,2,8,22,4,"2013-05-28 06:49:35.0"
17635,"rSENSE","isenseDev","Ruby",106,-11,4,2,0,3,1,4,2,0,"2012-10-30 06:49:35.0"
17635,"rSENSE","isenseDev","Ruby",108,-2,38,37,23,12,2,8,38,23,"2013-07-27 06:49:35.0"
17635,"rSENSE","isenseDev","Ruby",109,-1,80,76,41,13,5,8,52,31,"2013-08-26 06:49:35.0"
17635,"rSENSE","isenseDev","Ruby",110,1,75,69,40,14,5,10,57,31,"2013-09-25 06:49:35.0"
28376,"qupzilla","QupZilla","C++",631,-16,13,12,1,20,226,41,0,0,"2012-10-14 07:37:27.0"
28376,"qupzilla","QupZilla","C++",632,-15,32,17,3,21,231,44,2,2,"2012-11-13 07:37:27.0"
28376,"qupzilla","QupZilla","C++",633,-17,26,25,0,19,219,38,0,0,"2012-09-14 07:37:27.0"
28376,"qupzilla","QupZilla","C++",634,-18,37,37,7,18,212,35,6,1,"2012-08-15 07:37:27.0"
28376,"qupzilla","QupZilla","C++",635,-19,41,41,8,17,197,31,2,0,"2012-07-16 07:37:27.0"
28376,"qupzilla","QupZilla","C++",636,-20,21,20,1,16,185,27,1,1,"2012-06-16 07:37:27.0"
28376,"qupzilla","QupZilla","C++",637,-22,16,15,0,15,175,27,0,0,"2012-05-17 07:37:27.0"
28376,"qupzilla","QupZilla","C++",638,-23,46,37,5,13,157,20,2,0,"2012-03-18 07:37:27.0"
28376,"qupzilla","QupZilla","C++",639,-25,43,41,9,11,139,9,9,2,"2012-01-18 07:37:27.0"
28376,"qupzilla","QupZilla","C++",640,-26,80,74,15,10,132,4,9,2,"2011-12-19 07:37:27.0"
28376,"qupzilla","QupZilla","C++",641,-21,7,7,2,15,175,27,0,0,"2012-05-17 07:37:27.0"
28376,"qupzilla","QupZilla","C++",642,-24,34,30,4,12,144,15,3,1,"2012-02-17 07:37:27.0"
28376,"qupzilla","QupZilla","C++",643,-27,12,12,2,10,132,4,5,2,"2011-12-19 07:37:27.0"
28376,"qupzilla","QupZilla","C++",644,-28,23,23,6,8,117,0,9,3,"2011-10-20 07:37:27.0"
28376,"qupzilla","QupZilla","C++",645,-29,9,8,2,8,117,0,2,0,"2011-10-20 07:37:27.0"
28376,"qupzilla","QupZilla","C++",646,-14,14,10,4,22,236,46,3,1,"2012-12-13 07:37:27.0"
28376,"qupzilla","QupZilla","C++",647,-13,30,24,6,23,243,48,5,0,"2013-01-12 07:37:27.0"
28376,"qupzilla","QupZilla","C++",648,-12,27,24,4,24,245,53,3,2,"2013-02-11 07:37:27.0"
28376,"qupzilla","QupZilla","C++",649,-11,48,32,4,25,249,59,2,1,"2013-03-13 07:37:27.0"
28376,"qupzilla","QupZilla","C++",650,-10,37,17,0,26,254,60,1,0,"2013-04-12 07:37:27.0"
28376,"qupzilla","QupZilla","C++",651,-9,51,14,0,27,257,66,3,0,"2013-05-12 07:37:27.0"
28376,"qupzilla","QupZilla","C++",652,-8,37,23,2,28,259,70,0,0,"2013-06-11 07:37:27.0"
28376,"qupzilla","QupZilla","C++",653,-7,17,17,1,29,265,75,0,0,"2013-07-11 07:37:27.0"
28376,"qupzilla","QupZilla","C++",654,-6,23,17,3,30,267,83,1,0,"2013-08-10 07:37:27.0"
28376,"qupzilla","QupZilla","C++",655,-5,38,37,5,31,270,86,0,0,"2013-09-09 07:37:27.0"
28376,"qupzilla","QupZilla","C++",656,-4,23,21,1,32,272,88,1,0,"2013-10-09 07:37:27.0"
28376,"qupzilla","QupZilla","C++",657,-3,20,16,3,33,273,89,0,0,"2013-11-08 07:37:27.0"
28376,"qupzilla","QupZilla","C++",658,-2,22,14,2,34,276,92,1,0,"2013-12-08 07:37:27.0"
28376,"qupzilla","QupZilla","C++",659,-1,60,49,3,35,278,95,0,0,"2014-01-07 07:37:27.0"
28376,"qupzilla","QupZilla","C++",660,1,48,36,4,36,281,108,3,1,"2014-02-06 07:37:27.0"
28376,"qupzilla","QupZilla","C++",661,2,22,18,3,37,281,113,0,0,"2014-03-08 07:37:27.0"
28376,"qupzilla","QupZilla","C++",662,3,40,33,9,38,281,115,0,0,"2014-04-07 07:37:27.0"
28376,"qupzilla","QupZilla","C++",663,4,52,35,3,39,292,121,7,1,"2014-05-07 07:37:27.0"
28376,"qupzilla","QupZilla","C++",664,5,22,12,2,40,304,124,0,0,"2014-06-06 07:37:27.0"
28376,"qupzilla","QupZilla","C++",665,6,21,9,3,41,307,127,0,0,"2014-07-06 07:37:27.0"
28376,"qupzilla","QupZilla","C++",666,7,10,5,1,42,318,130,1,0,"2014-08-05 07:37:27.0"
28376,"qupzilla","QupZilla","C++",667,8,21,16,4,43,338,132,1,1,"2014-09-04 07:37:27.0"
28376,"qupzilla","QupZilla","C++",668,9,29,15,3,44,349,133,0,0,"2014-10-04 07:37:27.0"
28376,"qupzilla","QupZilla","C++",669,10,11,4,1,45,362,133,0,0,"2014-11-03 07:37:27.0"
31723,"scipy","scipy","Python",46,10,51,35,20,36,1042,567,17,10,"2014-02-21 09:52:03.0"
31723,"scipy","scipy","Python",35,-1,43,8,5,26,988,295,16,3,"2013-04-27 09:52:03.0"
31723,"scipy","scipy","Python",36,-2,2424,2244,1651,26,988,295,0,0,"2013-04-27 09:52:03.0"
31723,"scipy","scipy","Python",37,1,42,21,11,28,1002,354,11,4,"2013-06-26 09:52:03.0"
31723,"scipy","scipy","Python",38,2,30,21,14,28,1002,354,5,3,"2013-06-26 09:52:03.0"
31723,"scipy","scipy","Python",39,3,38,36,28,30,1016,409,17,13,"2013-08-25 09:52:03.0"
31723,"scipy","scipy","Python",40,4,54,44,33,30,1016,409,23,12,"2013-08-25 09:52:03.0"
31723,"scipy","scipy","Python",41,5,47,36,21,31,1019,437,12,9,"2013-09-24 09:52:03.0"
31723,"scipy","scipy","Python",42,6,31,18,13,32,1029,460,8,5,"2013-10-24 09:52:03.0"
31723,"scipy","scipy","Python",43,7,31,18,7,34,1034,510,7,2,"2013-12-23 09:52:03.0"
31723,"scipy","scipy","Python",44,8,26,15,5,35,1035,537,7,1,"2014-01-22 09:52:03.0"
31723,"scipy","scipy","Python",45,9,53,31,15,35,1035,537,17,6,"2014-01-22 09:52:03.0"
31723,"scipy","scipy","Python",49,13,36,19,12,39,1070,656,7,2,"2014-05-22 09:52:03.0"
31723,"scipy","scipy","Python",50,14,34,15,10,40,1101,664,6,1,"2014-06-21 09:52:03.0"
31723,"scipy","scipy","Python",47,11,51,20,12,37,1043,608,6,4,"2014-03-23 09:52:03.0"
31723,"scipy","scipy","Python",48,12,53,34,21,39,1070,656,12,5,"2014-05-22 09:52:03.0"
31723,"scipy","scipy","Python",53,17,38,9,4,43,1233,696,7,1,"2014-09-19 09:52:03.0"
31723,"scipy","scipy","Python",54,18,20,1,0,44,1255,702,3,0,"2014-10-19 09:52:03.0"
31723,"scipy","scipy","Python",51,15,41,17,9,41,1140,672,7,1,"2014-07-21 09:52:03.0"
31723,"scipy","scipy","Python",52,16,31,24,10,43,1233,696,16,4,"2014-09-19 09:52:03.0"
43061,"supercollider","supercollider","C++",939,-20,28,22,13,6,208,23,12,5,"2012-10-31 10:24:51.0"
43061,"supercollider","supercollider","C++",940,-21,81,76,31,5,204,21,50,28,"2012-10-01 10:24:51.0"
43061,"supercollider","supercollider","C++",941,-26,336,331,266,1,158,5,308,261,"2012-06-03 10:24:51.0"
43061,"supercollider","supercollider","C++",942,-22,92,87,51,4,198,19,71,41,"2012-09-01 10:24:51.0"
43061,"supercollider","supercollider","C++",943,-23,87,81,30,4,198,19,66,22,"2012-09-01 10:24:51.0"
43061,"supercollider","supercollider","C++",944,-24,18,16,5,2,177,6,12,3,"2012-07-03 10:24:51.0"
43061,"supercollider","supercollider","C++",945,-25,5,4,3,1,158,5,2,2,"2012-06-03 10:24:51.0"
43061,"supercollider","supercollider","C++",946,-19,32,20,12,7,213,26,11,5,"2012-11-30 10:24:51.0"
43061,"supercollider","supercollider","C++",947,-18,14,10,6,8,225,31,4,3,"2012-12-30 10:24:51.0"
43061,"supercollider","supercollider","C++",948,-17,18,10,6,10,238,36,8,4,"2013-02-28 10:24:51.0"
43061,"supercollider","supercollider","C++",949,-16,39,16,9,10,238,36,16,8,"2013-02-28 10:24:51.0"
43061,"supercollider","supercollider","C++",950,-15,23,14,4,11,239,45,7,1,"2013-03-30 10:24:51.0"
43061,"supercollider","supercollider","C++",951,-14,18,5,3,12,243,51,10,2,"2013-04-29 10:24:51.0"
43061,"supercollider","supercollider","C++",952,-13,22,13,6,13,245,56,7,5,"2013-05-29 10:24:51.0"
43061,"supercollider","supercollider","C++",953,-12,29,22,17,14,246,59,17,15,"2013-06-28 10:24:51.0"
43061,"supercollider","supercollider","C++",954,-11,13,6,6,15,247,66,5,5,"2013-07-28 10:24:51.0"
43061,"supercollider","supercollider","C++",955,-10,10,4,2,17,250,73,3,2,"2013-09-26 10:24:51.0"
43061,"supercollider","supercollider","C++",956,-9,13,8,6,17,250,73,9,6,"2013-09-26 10:24:51.0"
43061,"supercollider","supercollider","C++",957,-8,7,2,2,18,251,75,4,1,"2013-10-26 10:24:51.0"
43061,"supercollider","supercollider","C++",958,-7,8,0,0,19,252,78,1,0,"2013-11-25 10:24:51.0"
43061,"supercollider","supercollider","C++",959,-6,5,2,1,21,256,86,1,1,"2014-01-24 10:24:51.0"
43061,"supercollider","supercollider","C++",960,-5,9,7,6,21,256,86,3,2,"2014-01-24 10:24:51.0"
43061,"supercollider","supercollider","C++",961,-4,17,12,11,23,256,98,10,7,"2014-03-25 10:24:51.0"
43061,"supercollider","supercollider","C++",962,-3,12,9,7,23,256,98,8,6,"2014-03-25 10:24:51.0"
43061,"supercollider","supercollider","C++",963,-2,14,9,8,25,267,106,4,3,"2014-05-24 10:24:51.0"
43061,"supercollider","supercollider","C++",964,-1,11,8,6,25,267,106,9,5,"2014-05-24 10:24:51.0"
43061,"supercollider","supercollider","C++",965,1,13,7,5,26,284,107,6,4,"2014-06-23 10:24:51.0"
43061,"supercollider","supercollider","C++",966,2,11,4,4,28,310,111,4,3,"2014-08-22 10:24:51.0"
43061,"supercollider","supercollider","C++",967,3,6,1,1,29,320,111,0,0,"2014-09-21 10:24:51.0"
43061,"supercollider","supercollider","C++",968,4,7,1,1,29,320,111,0,0,"2014-09-21 10:24:51.0"
43061,"supercollider","supercollider","C++",969,5,20,11,9,30,330,114,8,6,"2014-10-21 10:24:51.0"
44436,"Board3-Portal","board3","PHP",714,-10,2,2,0,22,10,2,2,0,"2013-01-23 00:54:40.0"
44436,"Board3-Portal","board3","PHP",715,-13,3,2,0,20,10,2,3,0,"2012-11-24 00:54:40.0"
44436,"Board3-Portal","board3","PHP",716,-9,4,1,1,24,10,2,3,1,"2013-03-24 00:54:40.0"
44436,"Board3-Portal","board3","PHP",717,-4,2,0,0,28,11,3,2,0,"2013-07-22 00:54:40.0"
44436,"Board3-Portal","board3","PHP",718,-3,1,0,0,30,11,3,1,0,"2013-09-20 00:54:40.0"
44436,"Board3-Portal","board3","PHP",719,-1,1,1,1,31,11,3,1,1,"2013-10-20 00:54:40.0"
44436,"Board3-Portal","board3","PHP",720,1,4,1,0,32,11,3,2,0,"2013-11-19 00:54:40.0"
44436,"Board3-Portal","board3","PHP",721,3,1,0,0,34,12,4,0,0,"2014-01-18 00:54:40.0"
44436,"Board3-Portal","board3","PHP",722,4,11,7,2,35,12,4,6,1,"2014-02-17 00:54:40.0"
44436,"Board3-Portal","board3","PHP",723,-17,2,0,0,16,10,2,2,0,"2012-07-27 00:54:40.0"
44436,"Board3-Portal","board3","PHP",724,6,13,9,3,37,12,4,6,3,"2014-04-18 00:54:40.0"
44436,"Board3-Portal","board3","PHP",725,8,7,7,4,39,12,4,6,3,"2014-06-17 00:54:40.0"
44436,"Board3-Portal","board3","PHP",726,9,25,22,6,40,12,4,21,4,"2014-07-17 00:54:40.0"
44436,"Board3-Portal","board3","PHP",727,10,21,21,11,41,12,4,17,7,"2014-08-16 00:54:40.0"
44436,"Board3-Portal","board3","PHP",728,11,6,6,3,42,12,5,5,2,"2014-09-15 00:54:40.0"
44436,"Board3-Portal","board3","PHP",729,13,1,1,0,44,12,5,1,0,"2014-11-14 00:54:40.0"
48706,"ESP-Website","learning-unlimited","Python",398,-11,43,30,10,13,43,28,38,10,"2012-11-18 05:30:31.0"
48706,"ESP-Website","learning-unlimited","Python",399,-16,8,8,2,8,40,18,8,2,"2012-06-21 05:30:31.0"
48706,"ESP-Website","learning-unlimited","Python",400,-13,5,4,0,11,43,20,5,0,"2012-09-19 05:30:31.0"
48706,"ESP-Website","learning-unlimited","Python",401,-12,21,13,5,12,43,23,16,5,"2012-10-19 05:30:31.0"
48706,"ESP-Website","learning-unlimited","Python",402,-19,35,15,1,5,30,8,29,1,"2012-03-23 05:30:31.0"
48706,"ESP-Website","learning-unlimited","Python",403,-15,11,10,0,9,40,19,1,0,"2012-07-21 05:30:31.0"
48706,"ESP-Website","learning-unlimited","Python",404,-17,1,1,0,7,39,17,1,0,"2012-05-22 05:30:31.0"
48706,"ESP-Website","learning-unlimited","Python",405,-18,16,11,4,6,38,17,16,4,"2012-04-22 05:30:31.0"
48706,"ESP-Website","learning-unlimited","Python",406,-20,10,6,2,4,28,4,10,2,"2012-02-22 05:30:31.0"
48706,"ESP-Website","learning-unlimited","Python",407,-21,28,27,7,3,27,4,27,7,"2012-01-23 05:30:31.0"
48706,"ESP-Website","learning-unlimited","Python",408,-22,25,18,0,2,26,4,25,0,"2011-12-24 05:30:31.0"
48706,"ESP-Website","learning-unlimited","Python",409,-23,173,158,26,1,24,2,162,25,"2011-11-24 05:30:31.0"
48706,"ESP-Website","learning-unlimited","Python",410,-24,18,18,10,1,24,2,18,10,"2011-11-24 05:30:31.0"
48706,"ESP-Website","learning-unlimited","Python",411,-10,27,18,4,14,44,29,23,3,"2012-12-18 05:30:31.0"
48706,"ESP-Website","learning-unlimited","Python",412,-9,17,13,3,15,45,29,16,3,"2013-01-17 05:30:31.0"
48706,"ESP-Website","learning-unlimited","Python",413,-8,26,18,5,16,45,33,24,5,"2013-02-16 05:30:31.0"
48706,"ESP-Website","learning-unlimited","Python",414,-7,5,4,3,17,45,33,5,3,"2013-03-18 05:30:31.0"
48706,"ESP-Website","learning-unlimited","Python",415,-6,18,18,2,18,45,33,17,2,"2013-04-17 05:30:31.0"
48706,"ESP-Website","learning-unlimited","Python",416,-5,2,2,2,19,45,34,2,2,"2013-05-17 05:30:31.0"
48706,"ESP-Website","learning-unlimited","Python",417,-4,9,5,0,20,45,34,7,0,"2013-06-16 05:30:31.0"
48706,"ESP-Website","learning-unlimited","Python",418,-3,3,2,0,21,45,35,3,0,"2013-07-16 05:30:31.0"
48706,"ESP-Website","learning-unlimited","Python",419,-2,11,5,2,22,45,36,11,2,"2013-08-15 05:30:31.0"
48706,"ESP-Website","learning-unlimited","Python",420,-1,1,1,1,24,48,38,1,1,"2013-10-14 05:30:31.0"
48706,"ESP-Website","learning-unlimited","Python",421,1,30,22,8,24,48,38,28,8,"2013-10-14 05:30:31.0"
48706,"ESP-Website","learning-unlimited","Python",422,2,28,16,1,25,48,39,28,1,"2013-11-13 05:30:31.0"
48706,"ESP-Website","learning-unlimited","Python",423,3,32,25,12,26,49,39,32,12,"2013-12-13 05:30:31.0"
48706,"ESP-Website","learning-unlimited","Python",424,4,41,26,3,27,50,41,40,3,"2014-01-12 05:30:31.0"
48706,"ESP-Website","learning-unlimited","Python",425,5,75,53,24,28,51,43,75,24,"2014-02-11 05:30:31.0"
48706,"ESP-Website","learning-unlimited","Python",426,6,50,42,9,29,53,44,50,9,"2014-03-13 05:30:31.0"
48706,"ESP-Website","learning-unlimited","Python",427,7,10,8,4,30,53,44,10,4,"2014-04-12 05:30:31.0"
48706,"ESP-Website","learning-unlimited","Python",428,8,5,4,2,31,53,44,5,2,"2014-05-12 05:30:31.0"
48706,"ESP-Website","learning-unlimited","Python",429,9,11,10,0,32,54,44,11,0,"2014-06-11 05:30:31.0"
48706,"ESP-Website","learning-unlimited","Python",430,10,23,19,2,33,56,44,23,2,"2014-07-11 05:30:31.0"
48706,"ESP-Website","learning-unlimited","Python",431,11,13,11,4,35,56,44,12,4,"2014-09-09 05:30:31.0"
48706,"ESP-Website","learning-unlimited","Python",432,12,26,25,7,35,56,44,26,7,"2014-09-09 05:30:31.0"
48706,"ESP-Website","learning-unlimited","Python",433,13,52,41,5,36,56,44,52,5,"2014-10-09 05:30:31.0"
48706,"ESP-Website","learning-unlimited","Python",434,14,15,13,5,37,57,45,13,5,"2014-11-08 05:30:31.0"
49876,"qreal","qreal","C++",293,2,10,10,8,19,22,29,10,8,"2012-10-24 06:38:06.0"
49876,"qreal","qreal","C++",294,3,32,32,13,20,22,30,32,13,"2012-11-23 06:38:06.0"
49876,"qreal","qreal","C++",295,-2,42,40,27,16,18,28,40,25,"2012-07-26 06:38:06.0"
49876,"qreal","qreal","C++",296,4,5,5,0,21,22,30,5,0,"2012-12-23 06:38:06.0"
49876,"qreal","qreal","C++",297,1,1,1,1,19,22,29,1,1,"2012-10-24 06:38:06.0"
49876,"qreal","qreal","C++",298,6,9,7,4,23,24,32,9,4,"2013-02-21 06:38:06.0"
49876,"qreal","qreal","C++",299,-13,30,27,16,5,6,5,27,14,"2011-08-31 06:38:06.0"
49876,"qreal","qreal","C++",300,-12,48,45,31,6,6,5,47,31,"2011-09-30 06:38:06.0"
49876,"qreal","qreal","C++",301,7,3,3,3,25,25,33,3,3,"2013-04-22 06:38:06.0"
49876,"qreal","qreal","C++",302,8,2,1,0,25,25,33,2,0,"2013-04-22 06:38:06.0"
49876,"qreal","qreal","C++",303,-11,44,42,27,7,9,5,44,27,"2011-10-30 06:38:06.0"
49876,"qreal","qreal","C++",304,-16,20,17,8,2,5,4,13,3,"2011-06-02 06:38:06.0"
49876,"qreal","qreal","C++",305,9,98,29,23,26,26,33,98,23,"2013-05-22 06:38:06.0"
49876,"qreal","qreal","C++",306,-3,41,37,19,15,15,20,37,18,"2012-06-26 06:38:06.0"
49876,"qreal","qreal","C++",307,-5,1,0,0,13,14,17,0,0,"2012-04-27 06:38:06.0"
49876,"qreal","qreal","C++",308,-10,36,35,28,8,9,6,34,26,"2011-11-29 06:38:06.0"
49876,"qreal","qreal","C++",309,-18,103,99,33,1,4,4,103,33,"2011-05-03 06:38:06.0"
49876,"qreal","qreal","C++",310,-9,11,11,8,9,9,10,10,7,"2011-12-29 06:38:06.0"
49876,"qreal","qreal","C++",311,10,14,10,8,27,26,34,13,7,"2013-06-21 06:38:06.0"
49876,"qreal","qreal","C++",312,-1,7,7,7,18,22,28,4,4,"2012-09-24 06:38:06.0"
49876,"qreal","qreal","C++",313,-14,20,20,15,4,5,5,20,15,"2011-08-01 06:38:06.0"
49876,"qreal","qreal","C++",314,-6,5,4,2,12,14,16,4,2,"2012-03-28 06:38:06.0"
49876,"qreal","qreal","C++",315,-7,1,1,1,12,14,16,1,1,"2012-03-28 06:38:06.0"
49876,"qreal","qreal","C++",316,-15,4,4,3,4,5,5,4,3,"2011-08-01 06:38:06.0"
49876,"qreal","qreal","C++",317,-17,3,2,0,1,4,4,3,0,"2011-05-03 06:38:06.0"
49876,"qreal","qreal","C++",318,11,35,31,16,28,28,39,33,16,"2013-07-21 06:38:06.0"
49876,"qreal","qreal","C++",319,12,37,37,33,29,29,39,37,33,"2013-08-20 06:38:06.0"
49876,"qreal","qreal","C++",320,13,18,18,14,30,30,39,18,14,"2013-09-19 06:38:06.0"
49876,"qreal","qreal","C++",321,14,22,22,13,32,30,40,22,13,"2013-11-18 06:38:06.0"
49876,"qreal","qreal","C++",322,15,1,1,1,32,30,40,1,1,"2013-11-18 06:38:06.0"
49876,"qreal","qreal","C++",323,16,29,29,21,33,30,42,29,21,"2013-12-18 06:38:06.0"
49876,"qreal","qreal","C++",324,17,6,6,4,34,32,43,6,4,"2014-01-17 06:38:06.0"
49876,"qreal","qreal","C++",325,18,12,12,8,35,33,43,12,8,"2014-02-16 06:38:06.0"
49876,"qreal","qreal","C++",326,19,1,1,1,37,34,49,1,1,"2014-04-17 06:38:06.0"
49876,"qreal","qreal","C++",327,22,1,0,0,39,36,52,0,0,"2014-06-16 06:38:06.0"
49876,"qreal","qreal","C++",328,21,2,2,2,38,34,52,1,1,"2014-05-17 06:38:06.0"
64830,"mapserver","mapserver","C",883,-6,4282,4246,3444,1,71,9,8,0,"2012-05-03 10:10:40.0"
64830,"mapserver","mapserver","C",884,2,24,9,3,7,118,32,11,2,"2012-10-30 10:10:40.0"
64830,"mapserver","mapserver","C",885,-5,25,12,2,1,71,9,6,2,"2012-05-03 10:10:40.0"
64830,"mapserver","mapserver","C",886,3,12,2,0,8,122,35,0,0,"2012-11-29 10:10:40.0"
64830,"mapserver","mapserver","C",887,-2,30,19,7,4,114,18,7,4,"2012-08-01 10:10:40.0"
64830,"mapserver","mapserver","C",888,1,24,14,3,6,116,27,8,3,"2012-09-30 10:10:40.0"
64830,"mapserver","mapserver","C",889,-1,23,11,2,5,116,23,14,1,"2012-08-31 10:10:40.0"
64830,"mapserver","mapserver","C",890,-3,31,16,1,3,103,14,4,0,"2012-07-02 10:10:40.0"
64830,"mapserver","mapserver","C",891,-4,23,14,3,2,93,11,6,1,"2012-06-02 10:10:40.0"
64830,"mapserver","mapserver","C",892,4,15,4,0,9,125,38,3,0,"2012-12-29 10:10:40.0"
64830,"mapserver","mapserver","C",893,5,25,5,1,10,129,42,7,0,"2013-01-28 10:10:40.0"
64830,"mapserver","mapserver","C",894,6,13,1,0,11,133,46,5,0,"2013-02-27 10:10:40.0"
64830,"mapserver","mapserver","C",895,7,17,4,0,12,135,51,7,0,"2013-03-29 10:10:40.0"
